c minisat_input_format
p cnf 4500 9000
-1784 4254 4299 0
-2057 1612 2218 0
-1121 140 1855 0
23 493 2291 0
-470 2784 3341 0
-1900 -1395 3306 0
-2089 -645 2316 0
-1399 1659 3141 0
1621 1760 3161 0
-3144 -2599 -2256 0
-1441 -943 3195 0
-4473 596 1075 0
1282 3234 3256 0
-4256 -209 3495 0
-2759 -1795 2148 0
-3411 1568 2458 0
-2311 881 2147 0
-1973 -215 2908 0
2504 3104 4223 0
-3610 -402 2629 0
-1593 -1503 3694 0
-3224 -629 881 0
-1907 -1778 -1063 0
-2520 -555 3893 0
-3631 -486 2941 0
-4389 -2355 2008 0
-4428 -4269 -1943 0
945 2454 2877 0
-3229 664 1189 0
722 2390 2580 0
-3969 -225 1402 0
-2712 -633 -583 0
-3653 -3408 4493 0
-3157 -1961 1318 0
-551 3257 3948 0
-2462 -2032 2785 0
-3361 -1648 -1632 0
-3731 2332 4183 0
-1646 -850 3765 0
-3336 -2210 388 0
-3257 -1493 -160 0
-623 2754 4240 0
-3896 -3539 4432 0
-3730 -345 -108 0
-216 1015 4031 0
-3761 -2386 3144 0
-326 946 1092 0
-3726 -1551 320 0
-1471 862 3967 0
1783 3449 4189 0
-2970 -2219 -1926 0
-1499 148 3106 0
-1157 839 1549 0
-4189 -1037 -962 0
-2385 2245 4303 0
-924 1283 2700 0
-3750 -1388 1662 0
-3965 -3018 1494 0
-2845 -1415 74 0
-3782 1103 1480 0
-1711 -952 2236 0
-1417 87 2296 0
-3341 1710 3461 0
-2318 -1643 2454 0
-4348 -1321 4143 0
-2879 2033 2869 0
-1453 -78 2400 0
-1364 -1214 -49 0
-2047 2411 3300 0
-4292 -1805 886 0
-1821 3470 3831 0
-571 2356 2922 0
-3378 1154 1333 0
-1853 354 818 0
-3786 -1637 2534 0
-4393 -1608 1212 0
-1538 -1266 2357 0
-2140 -1126 -793 0
1373 2135 3006 0
-2234 -1917 3448 0
-2022 -1646 -337 0
-3096 2322 3893 0
1298 3125 4107 0
-1885 82 4156 0
1980 3644 4135 0
-2600 473 1546 0
-3124 -2391 3391 0
-3894 1655 3133 0
-4182 -2694 4002 0
-2873 -1748 -1529 0
-3205 -2339 -1726 0
-4068 -2271 1298 0
-2890 -2394 427 0
-2724 -1037 -272 0
-4017 1411 1899 0
-2254 3488 3866 0
-3298 3441 3778 0
788 3525 3691 0
-4184 -638 4129 0
-3613 -3181 1787 0
-599 2288 2844 0
-4047 -3249 3323 0
-1785 -221 2157 0
-2376 -1018 1274 0
-3573 -959 4483 0
720 1355 2085 0
-3869 -2399 228 0
492 3051 3823 0
-3563 37 3535 0
-344 2186 3723 0
821 1145 3790 0
-4105 -1536 1942 0
-2770 4249 4261 0
-3351 19 4360 0
532 3553 3858 0
-3848 -1843 2959 0
-4280 -358 2892 0
-3120 -2701 -2411 0
-3719 2699 3338 0
-2563 -1810 166 0
-5 886 3462 0
763 1222 1619 0
-2229 2097 2178 0
-3350 -2906 3941 0
-3633 1231 4331 0
1358 2080 3830 0
-3880 -1309 2200 0
174 2367 2675 0
748 1232 1896 0
-1914 554 1927 0
-3065 -661 3131 0
-1516 -808 1140 0
-4391 -1322 1661 0
-2079 -350 -13 0
-2782 -1581 2958 0
2303 3050 3616 0
-2930 429 1674 0
-3934 -2349 -903 0
-1844 -1008 4030 0
3785 4071 4402 0
-3972 -3561 3517 0
2251 4011 4368 0
-4446 -1296 4437 0
2337 3621 3713 0
-3145 1851 3384 0
-4492 -705 3601 0
-1736 48 3339 0
-2222 597 1215 0
-3133 -7 3011 0
-2353 -1064 2508 0
158 1257 2663 0
-3828 -2806 -1412 0
-3911 -2816 -2797 0
-3131 -2933 2306 0
273 3941 4168 0
117 1228 2416 0
-1139 2635 3108 0
-3475 3840 4304 0
-824 -244 1306 0
-3414 498 3894 0
-3070 -2883 2217 0
-4215 -3739 2455 0
-3517 -2620 4138 0
-4139 -4023 -3476 0
-2948 -2399 2208 0
-3568 -2301 1731 0
-3109 -994 3217 0
-2353 -1600 2302 0
-1514 -1118 -853 0
-2754 -1446 3975 0
-1202 175 1611 0
-253 -180 1380 0
-2711 -2458 -1593 0
-3725 703 2821 0
-2614 3265 3429 0
-1049 423 2430 0
-3512 1611 3988 0
-4496 261 3994 0
-2845 -1599 3292 0
-3997 -2393 -65 0
-2223 4054 4096 0
-554 1764 3139 0
1875 3648 4411 0
-822 -373 134 0
-1388 1108 2817 0
-3260 -2689 1655 0
-718 210 1423 0
-1252 685 3641 0
-3929 152 430 0
-2312 1130 2962 0
-2522 -1520 -1467 0
535 4056 4418 0
-1529 -1012 1369 0
-2926 63 4347 0
-1309 -1024 -1013 0
-3436 -1413 3677 0
-3809 1230 3280 0
-1950 646 1733 0
-3315 -221 4097 0
-341 1489 3224 0
-2355 -638 3810 0
-3181 2967 4317 0
-3605 -2101 2307 0
-784 1509 1893 0
-3571 623 4396 0
1453 2472 4059 0
-3243 -2836 4012 0
-2370 -751 -92 0
-2529 741 3564 0
-1496 -680 651 0
758 3346 4053 0
-1790 970 4149 0
-1852 404 4198 0
-170 239 1466 0
-253 -81 487 0
-1109 -602 3748 0
-4333 -3339 459 0
-3925 1436 1658 0
1654 1680 3920 0
2347 3531 3731 0
-3513 1626 2819 0
-1473 1092 2122 0
-3422 115 963 0
779 2417 2546 0
-4081 -3800 -357 0
-4121 -1788 -1051 0
2764 3437 3767 0
-4123 -4029 727 0
-2652 -1603 665 0
-2991 -1206 1830 0
-2877 -473 4098 0
-666 -405 3817 0
-1679 -287 -272 0
-3112 3358 4160 0
-3124 2303 3416 0
-2560 -651 4387 0
-3987 -1369 4130 0
-2118 -452 2954 0
-4398 -4313 499 0
-3920 -2527 4422 0
-1321 -956 -555 0
-4317 -838 148 0
-4207 -3297 3320 0
-2252 -636 3640 0
-504 243 536 0
-4135 -3361 -70 0
-4484 -1710 3662 0
-2459 -990 -612 0
-4185 2243 2316 0
-3854 -1950 -589 0
-927 2675 3564 0
-51 4150 4301 0
-1556 455 2351 0
-4236 -2310 3449 0
-2895 -678 2653 0
-1039 798 4345 0
-3747 -1374 4202 0
-3266 -1473 1002 0
-3511 -1396 2426 0
-4105 3595 3714 0
-1636 82 1859 0
-834 1212 3440 0
-1211 1515 3985 0
-2712 -82 3357 0
138 2281 2838 0
-1660 391 2797 0
-2858 -457 1863 0
-3801 -1505 1571 0
-3004 -723 643 0
-1937 -1831 -1564 0
-3472 -2250 -619 0
-4273 -3343 2907 0
-2582 -1673 -1256 0
-3361 -96 4432 0
-2899 -681 643 0
-336 766 2841 0
-1174 -920 530 0
-3760 -2586 2037 0
-1315 1367 2866 0
-1993 -1284 -1184 0
796 3120 3187 0
-2053 532 2032 0
-1043 -895 277 0
-2603 1691 1960 0
-4152 -3346 2265 0
-4390 424 1844 0
-2532 2372 3129 0
-4240 1522 1826 0
-393 2546 2810 0
-4180 784 3624 0
-2588 -1112 4249 0
-1527 -783 1276 0
-4318 -2717 721 0
-3302 -2258 -1401 0
-3421 -2551 1718 0
-3074 -549 3470 0
349 525 3150 0
-2686 -2671 -2452 0
-1274 2167 4327 0
-1695 2271 3117 0
-3039 -1661 1836 0
-64 1852 3093 0
987 2474 2537 0
-3948 -748 268 0
-1912 -381 1635 0
-3227 -2474 1716 0
-165 312 747 0
-2844 -723 277 0
-70 -35 2828 0
-4440 -3700 3369 0
-3620 -651 -194 0
-3437 2509 3709 0
-4037 318 3317 0
558 2388 2987 0
-4396 2625 3164 0
152 271 3092 0
-579 849 2003 0
-1219 639 1638 0
-2233 -960 1463 0
-225 241 952 0
-2962 -2503 682 0
-1734 1649 4251 0
-550 3923 3985 0
-4425 -3807 2197 0
-4040 -2674 814 0
-3454 2040 2783 0
-1187 1457 3550 0
-3560 -2928 -1341 0
-3935 -1065 736 0
-1516 1986 3171 0
-2110 -1205 -121 0
-1190 -348 3523 0
-4423 -4092 3919 0
-4008 2294 4373 0
-3589 -467 576 0
-1119 1531 3935 0
1392 2036 2531 0
-1379 359 2439 0
-1449 2118 2214 0
-4347 1845 3640 0
1412 1490 2345 0
-3230 -1506 888 0
-1140 1120 2665 0
-3381 -3211 3838 0
-4182 -845 1200 0
-2694 -699 3433 0
-834 -586 3518 0
-1585 878 2745 0
-3984 -1268 3967 0
-4193 -1668 -1635 0
-4151 -812 2158 0
-3175 -2539 4450 0
-4043 1446 4273 0
2120 2284 4431 0
-4048 -4037 1335 0
2231 2837 3122 0
-2009 2021 3446 0
-3789 -1443 3819 0
-2442 792 1599 0
-3264 298 691 0
3598 3634 3966 0
-3788 -2220 -1322 0
-2954 2886 3746 0
-1488 -724 611 0
-4488 1098 2058 0
-4321 -2685 -2210 0
509 1429 4322 0
-3749 -2756 1394 0
175 2692 3618 0
-2312 2772 3102 0
-2814 -836 383 0
-84 1459 3004 0
-1927 1670 1743 0
-151 753 3031 0
1932 2937 3993 0
-1327 737 3323 0
-4306 -3473 1708 0
-3210 -2256 -12 0
-4234 -2137 -644 0
-64 717 3975 0
-4199 -2223 -1715 0
-3939 -1536 2924 0
-1891 -412 3890 0
-1692 3678 4133 0
310 687 3883 0
-2454 -1554 2666 0
-2303 -733 2587 0
-1647 2712 2987 0
-823 114 1359 0
-3115 -1466 3129 0
-498 41 3955 0
-4168 1085 2376 0
-4118 -1615 1602 0
1389 2930 3085 0
-2445 -1821 1470 0
-3935 -2101 28 0
-2758 -1618 -729 0
-1754 -1322 -352 0
-2477 110 2973 0
-883 2290 3735 0
-3279 -1827 3972 0
990 1944 2897 0
-4095 -517 401 0
-4333 -1288 1870 0
-4291 -1968 -1 0
-2004 375 4064 0
-1374 4245 4474 0
2308 2414 4491 0
2679 4054 4070 0
3392 3671 4402 0
-3468 -3299 2622 0
-3492 -2136 238 0
-2099 -1050 189 0
-3532 166 3070 0
-2629 -208 3995 0
-2077 1215 3362 0
-4153 286 4033 0
-2851 -500 2050 0
-1224 4 1621 0
-1224 -898 1925 0
-3994 -2151 -947 0
-1857 -529 3494 0
1319 3592 3756 0
-3833 -342 2164 0
-3454 -2740 -820 0
-3180 -1421 -687 0
-3942 -640 3694 0
-2345 305 1222 0
1491 3669 4447 0
2201 2927 4468 0
-2774 -2720 2349 0
-435 400 1142 0
-4440 -3620 4033 0
-3057 -2643 -1291 0
-583 1497 1645 0
-1767 -1036 3326 0
-4057 -3148 3124 0
-2875 -358 2510 0
-3343 -919 -888 0
-4160 2636 3927 0
-4223 2621 2817 0
-3186 -587 -251 0
-4013 -1292 787 0
-256 255 3763 0
-4023 948 1605 0
-3123 2144 3083 0
-3667 1946 3017 0
1017 1222 4343 0
-3382 -1979 4475 0
-4224 -541 3296 0
-301 519 1157 0
-1599 1107 4401 0
-4490 -1745 3251 0
440 1716 2181 0
1103 2389 3915 0
1035 2268 3653 0
-3776 -2230 57 0
689 764 1739 0
-2725 -2490 2901 0
1294 4142 4156 0
-4219 1066 3087 0
-1823 -1238 2031 0
-4448 3588 3600 0
550 592 988 0
-495 -156 3051 0
-428 123 2905 0
-2191 675 2217 0
415 4159 4162 0
3023 3866 4070 0
-2237 -935 1072 0
-3285 85 588 0
-3411 -2080 1319 0
-4171 -3093 1 0
-1937 -1543 2148 0
-3185 183 3429 0
-2304 -130 4440 0
-245 2038 4451 0
-905 -413 4180 0
-609 1923 2853 0
788 1293 4439 0
-2617 -108 2546 0
-2398 903 2484 0
-4126 -3430 1841 0
-2373 -545 2009 0
-731 1772 3761 0
-1791 2314 3799 0
-2833 -1273 614 0
-2003 -1015 399 0
-3167 2401 3178 0
-2084 1 2533 0
-2548 2062 3879 0
-3413 2604 2689 0
1095 2339 4141 0
-3260 1149 3177 0
-4100 -1326 3149 0
-1476 2643 3401 0
-445 1618 1654 0
-4403 -3170 -1016 0
-1952 1431 1445 0
1273 2325 2448 0
-3609 -1765 4321 0
-2365 -2286 2510 0
-1078 1518 1880 0
-3140 -2084 1914 0
-4251 -3106 3729 0
-4271 -1907 3559 0
-2619 -2597 928 0
-3923 -2972 656 0
-3226 -2052 3693 0
-1351 1282 3474 0
-2910 -2762 3505 0
-2329 591 3709 0
-3566 -1970 3024 0
-1246 -418 -229 0
1639 3368 4037 0
1292 2698 3444 0
-3194 -412 1795 0
-3299 -2497 3350 0
-2472 -2231 -2213 0
2087 2114 3325 0
-1103 511 4223 0
-716 2626 3111 0
2196 2385 4319 0
-3328 -938 3578 0
-978 -818 684 0
1214 1406 1530 0
-2499 -1427 4460 0
-466 3345 3640 0
-1878 -1339 2641 0
-1323 130 4183 0
1333 2586 4118 0
-190 978 3439 0
-79 65 881 0
-3283 -2418 -1564 0
-278 2610 4412 0
-3642 1914 3759 0
-2743 3180 3846 0
-4086 -3262 -723 0
-1277 2000 3336 0
-4032 -2662 2900 0
-2036 -804 2313 0
132 323 1437 0
-3014 -1578 2663 0
1470 1784 3348 0
-4007 -2923 -299 0
-1040 -841 -477 0
-3893 818 2658 0
-3123 274 499 0
1422 4020 4345 0
942 1080 2158 0
-4384 -2179 -517 0
-3601 -3083 -1997 0
544 2932 3385 0
2210 2349 2842 0
-4349 -4261 2555 0
-1802 1243 2194 0
-483 2043 2922 0
-2051 -12 1642 0
-4267 2212 3562 0
-3859 -1648 354 0
162 1030 4213 0
-991 -566 2665 0
-1483 -294 4487 0
60 2352 3608 0
-2166 3256 4325 0
-2560 -1950 3044 0
-1315 686 2356 0
2563 3138 4055 0
-3173 -3038 1984 0
-4365 2091 2170 0
-2749 -1342 1187 0
-3725 -1576 -456 0
680 2055 4054 0
-1482 1637 2774 0
-1034 -537 903 0
-2533 -2460 964 0
-4426 -1354 -464 0
-730 119 2181 0
-3571 -921 923 0
-3894 -2561 -34 0
-2231 159 3203 0
269 931 2752 0
-386 1816 3892 0
-2627 -1919 -1180 0
-3371 -3061 -907 0
-661 -580 -45 0
-4393 -2693 3335 0
865 2963 3334 0
-4475 292 3209 0
-134 2487 3025 0
-4485 3024 4136 0
-986 212 3226 0
-2498 -1153 1613 0
-3908 -2302 -1041 0
1594 3363 4108 0
-3352 -1907 4429 0
-3802 -1078 566 0
-318 303 1770 0
-1507 -839 -239 0
326 894 3033 0
-4110 1810 2122 0
-641 1961 4105 0
-4009 -1638 -1581 0
-3302 928 1241 0
-3193 -695 1868 0
-4087 -2014 2849 0
-496 1539 3490 0
-3272 -2823 -1448 0
674 1174 3052 0
473 3638 3756 0
670 1675 3803 0
-3944 2801 3970 0
-4466 1992 4086 0
-2977 -2329 1443 0
89 1246 2410 0
-2885 -1378 3318 0
-2659 -1142 823 0
-3240 2383 3773 0
-1473 -1372 1531 0
1056 1254 2818 0
-1942 1037 2196 0
-2937 63 3637 0
1244 1278 4316 0
-1362 3567 3772 0
-4177 1545 2879 0
-3741 -315 2294 0
454 3969 4303 0
-3365 -2042 3505 0
-4255 -1425 -463 0
-2877 -975 3463 0
-2888 -518 41 0
2074 2467 2716 0
-1514 -1257 2267 0
-2406 -638 4312 0
-53 1319 1952 0
450 875 1805 0
-1921 -1275 2040 0
1407 2886 3521 0
-670 1491 1717 0
-1395 -522 3717 0
-2386 -1570 2629 0
-184 317 2997 0
-4227 3105 3719 0
-3900 3314 4390 0
-4036 -2592 232 0
968 1473 4348 0
-2554 -1804 3893 0
-1087 1556 2931 0
-2544 1290 2455 0
-3659 -1099 1102 0
-2163 3131 4034 0
794 1345 4029 0
-3754 -1926 3865 0
-921 3330 4187 0
-2944 1791 4025 0
-2227 2167 3770 0
-2421 1556 4240 0
-4368 1089 3355 0
-3352 -392 2034 0
-1308 -1298 835 0
-1244 -168 446 0
1171 1236 1304 0
-2248 749 4246 0
-2750 566 2608 0
-1707 2057 4134 0
-1000 2072 3888 0
-2817 -1288 3281 0
-3722 -2097 2033 0
-3315 -187 242 0
-2686 400 2143 0
-2144 474 4431 0
-4132 -1500 1072 0
-4178 -2486 4483 0
-2578 -2369 421 0
-3963 -556 -94 0
-2314 -419 1815 0
-4473 -1868 3524 0
-4115 -3313 -1334 0
-4446 -23 3797 0
-3797 -2577 -1109 0
-2865 -463 3096 0
521 740 2175 0
-845 161 3977 0
-3442 -3428 -2200 0
-3332 -863 322 0
901 958 3710 0
-4020 -2874 4415 0
-3311 -2998 463 0
190 582 1844 0
-2666 -1114 84 0
-1409 348 1941 0
-4007 -2016 1979 0
-3855 -929 2844 0
-10 1378 3497 0
-2701 -588 658 0
-4491 -988 -938 0
-3753 -3122 -2352 0
-4013 -3616 -2044 0
-3975 -1723 3692 0
-3316 -2262 743 0
-2931 -2354 968 0
243 345 3979 0
-2927 -1231 168 0
-919 -34 725 0
-4026 -2587 1825 0
-3783 -3137 -2437 0
-17 1509 3032 0
-383 -24 1934 0
-3034 -811 938 0
-1742 -1582 2473 0
721 2666 3639 0
-3769 1357 3940 0
-3833 509 3212 0
816 1370 3846 0
-2246 188 2766 0
-3843 -2755 300 0
-1051 -56 1758 0
-2454 -657 2367 0
-3246 -2911 -2063 0
-400 2823 4165 0
-3950 -1778 4125 0
-4222 253 4309 0
-2905 -784 1323 0
-904 -776 127 0
-3378 1773 1781 0
-1749 1320 3213 0
-727 590 1184 0
-2400 1603 1978 0
-2647 -146 1332 0
-3125 -1894 -508 0
-1931 452 3591 0
-2207 900 4134 0
-2407 -808 -204 0
-3114 89 3148 0
-3213 3373 4139 0
-2584 -283 1266 0
-3308 -1653 -1161 0
-3718 -1674 1289 0
-2971 -2893 -989 0
-582 85 1665 0
-1771 -622 3014 0
1038 1062 2057 0
-2741 2423 3439 0
-3688 -2860 1223 0
-2078 -436 4004 0
-2001 -50 2776 0
-2430 35 2649 0
-120 2275 2989 0
-4317 1906 3793 0
-2014 -1075 3620 0
1984 2139 2616 0
-3294 -581 1588 0
-2149 2811 2924 0
-4463 -567 3621 0
-3674 -1186 1407 0
-2500 -227 1154 0
-2951 -1123 3046 0
-1613 2307 4190 0
-2683 -209 2742 0
-1749 1118 1988 0
-768 1297 3400 0
-11 3127 4097 0
-2090 -1195 1308 0
-3554 -3425 -1943 0
-2708 690 2551 0
-3694 -3047 -890 0
-3923 18 3521 0
-3211 -196 2721 0
-4311 -3873 -961 0
-2157 2764 3821 0
238 3009 3728 0
-2921 48 1681 0
-2255 -237 3515 0
-3903 -730 2658 0
-4056 -2744 -510 0
-2730 -1164 -984 0
-3554 1573 3019 0
-3017 -2782 -764 0
-3167 -2317 -1934 0
2429 3131 4039 0
-4277 377 1104 0
-2100 3320 3526 0
-3389 989 3706 0
-1632 1787 3695 0
-959 -688 4250 0
-798 1995 2172 0
-3854 -33 4195 0
-2701 -2628 4100 0
-2227 -1114 2430 0
-4472 1680 3710 0
-131 2141 2874 0
-1454 1779 3201 0
-635 3049 4334 0
-1808 -1397 -144 0
-516 -401 1131 0
-4285 1262 1996 0
1294 1563 2905 0
-3638 -2650 -1857 0
2637 4107 4474 0
-4049 60 302 0
-2817 -2575 1739 0
-4438 -3678 -1621 0
-3229 2107 4389 0
-3786 -898 3669 0
737 3159 3171 0
-4302 -1914 1804 0
-823 1066 4092 0
-3549 -3290 -1922 0
-2892 2 3627 0
-1817 2557 3196 0
-3948 482 2695 0
-2962 2252 3035 0
72 1201 4223 0
-100 2593 3756 0
-4383 -872 2207 0
1813 2631 2924 0
-2331 -1275 3334 0
-3242 -1915 -1471 0
-2816 -2467 98 0
-4171 -1801 42 0
-1242 83 1983 0
-546 966 4397 0
1953 2161 4034 0
-2452 198 2390 0
-1638 3131 3305 0
-4356 -4235 1899 0
-4119 -3643 4389 0
-1960 429 818 0
-2842 -1977 -1812 0
-4252 -372 -246 0
-3856 -832 -482 0
-3567 -161 2311 0
32 2099 4208 0
-4156 571 2893 0
-4320 -4071 1966 0
-3019 1752 3811 0
-2905 960 2657 0
-3957 -1048 2109 0
-4317 -4247 2894 0
-1009 1112 1771 0
-4468 -2143 -346 0
-3532 287 1573 0
-4416 -1906 2431 0
-3663 1375 2304 0
-944 275 1866 0
-4446 -4235 -360 0
-3487 -3437 -1242 0
-1960 1591 3989 0
2908 3865 4435 0
-4195 -4074 3853 0
-4372 -197 3697 0
906 3606 4157 0
-2935 -2854 1554 0
-4344 -2480 4296 0
-2573 -15 897 0
-4096 1342 4350 0
-2271 1946 2919 0
521 2082 4170 0
-2905 -1145 2661 0
-3988 -1930 -278 0
1168 1304 2539 0
-2713 2663 2735 0
-2178 -574 918 0
-3720 1181 3685 0
-4182 -3294 3443 0
-2329 -350 1358 0
-3749 2409 4111 0
-3609 -2349 4128 0
-3685 -1191 2812 0
-3096 -1764 -1414 0
-1691 1235 4187 0
-3478 -2498 3218 0
-933 1399 2973 0
-187 1642 4191 0
-2909 -2001 -114 0
-4369 -1894 -14 0
-3373 -2930 64 0
-3171 -1132 4304 0
-4495 -4028 -2534 0
-4156 1320 3566 0
-4033 -3277 139 0
-873 2342 3983 0
-440 2175 3533 0
2735 2827 4062 0
-2328 -1252 437 0
-1723 -438 1181 0
-2505 -1669 2166 0
-1650 3306 4020 0
-4416 -3669 4115 0
-3972 -3678 471 0
-3475 2755 3442 0
-2356 -1700 716 0
-509 1458 3946 0
-3886 416 3579 0
-4171 -1136 898 0
-2346 382 1442 0
-1060 -155 2735 0
-1834 656 3340 0
-2402 -1768 3006 0
-3062 2522 4417 0
860 2885 3639 0
-2374 -161 3664 0
-793 3121 4018 0
-4128 -3083 -1870 0
-47 1979 3185 0
-985 2391 3225 0
-2649 -1307 3435 0
-2478 -843 2910 0
-3781 -3324 -1819 0
-789 1025 2799 0
-4213 -1214 3310 0
-2554 860 1590 0
368 1954 3515 0
-1152 1732 4392 0
957 1991 2727 0
-4269 -886 3337 0
-2103 -405 1734 0
-1785 1969 2535 0
-3146 -877 -362 0
-1096 -994 105 0
-2520 -2053 1874 0
-2166 -683 2181 0
-4468 -3547 -2916 0
-4213 -2035 825 0
-2761 333 2175 0
-3642 243 3497 0
-3629 -1895 910 0
-1571 1806 2991 0
-2257 872 2702 0
-2086 -1135 -25 0
-2239 -540 476 0
-146 -13 2528 0
-1571 -1547 275 0
-1576 267 1388 0
-547 438 2501 0
-1218 -410 993 0
828 2417 4225 0
-3322 -964 -923 0
-4103 2944 4260 0
-4020 -3471 500 0
-3874 -3641 -2810 0
-3659 201 3217 0
-4382 3639 3878 0
-4400 -3482 -1384 0
973 4141 4257 0
-3456 -1525 328 0
-3592 -956 1619 0
-773 2227 3098 0
-4207 633 3293 0
-1628 1601 1965 0
-340 1008 1069 0
-2474 179 2596 0
-1414 1291 3057 0
-3417 894 1665 0
-3027 -2888 3237 0
-1683 -64 4259 0
1327 2125 4229 0
-3457 989 2587 0
-3155 3879 4132 0
-2166 154 4206 0
1985 1986 3031 0
-2866 -1342 4327 0
-588 280 1599 0
-869 3727 4195 0
-3792 -3031 1953 0
-3526 287 2997 0
-3579 445 899 0
-3416 2284 4032 0
-2868 -79 4037 0
-4024 -692 2049 0
-179 2942 3931 0
-3703 953 2263 0
-3731 -3475 -1045 0
-2975 603 2768 0
-2712 -1806 352 0
-254 3161 3259 0
-837 -642 4365 0
-1689 -887 1540 0
-4456 -1060 55 0
-3040 -1079 2359 0
-919 -108 1175 0
-2923 -357 3343 0
-2115 896 3118 0
-4094 -3320 1833 0
-3884 87 3610 0
-1417 -258 27 0
1425 2695 3042 0
-2292 994 4179 0
-841 2127 4158 0
-2690 2059 2100 0
-4337 -3253 1161 0
-3273 1056 3028 0
-3805 -3411 -137 0
-2169 -1920 2610 0
-2222 247 1073 0
-195 2140 2142 0
-3786 -3354 2878 0
-3605 -2370 -1401 0
-338 1749 3314 0
-2664 -177 1488 0
-3119 -3116 -3017 0
-2999 -1866 2281 0
-513 2747 4474 0
-4421 -1428 600 0
-711 -708 -408 0
-3313 -2372 -372 0
-494 134 1785 0
-159 3296 3795 0
-4295 -1471 3892 0
-2929 -1918 3727 0
-4418 -2335 -2080 0
-3012 -1470 246 0
-1226 1705 2323 0
-4326 -2661 -1676 0
-4059 -3740 1459 0
338 2895 4023 0
-4322 -2791 -1384 0
1769 2508 3559 0
-1241 78 1189 0
-4020 2301 2462 0
833 1851 3809 0
1397 2737 3895 0
184 2023 4198 0
-3797 -3562 3177 0
-3356 3998 4258 0
-3309 2878 3256 0
-1402 2621 3683 0
-3930 -1805 915 0
-2610 -1322 -518 0
-25 2297 3864 0
-2245 -1479 1081 0
-2913 -2101 3921 0
-1612 -857 621 0
-1865 -1625 -1463 0
1366 1478 3654 0
-2689 -1160 3716 0
1541 3060 3566 0
-1602 -1226 4117 0
1643 2280 3574 0
-4096 1974 4443 0
-3286 -973 3755 0
-3257 1138 1744 0
-1841 233 3777 0
545 1358 2614 0
-4018 -3173 -360 0
186 3016 4285 0
-3902 -2418 3561 0
-2113 604 778 0
-1177 2269 2770 0
422 2820 3084 0
-3320 645 3469 0
-3838 -562 2513 0
-2758 -1954 -1363 0
-970 728 3579 0
-2026 -1594 -517 0
-680 1257 3421 0
-1306 3745 4089 0
1962 3058 4267 0
-3674 -212 3880 0
1549 2635 4247 0
-4036 446 3037 0
26 2839 4278 0
-838 2220 2449 0
-2806 -517 3586 0
-2708 1467 1510 0
-1211 -440 2548 0
-3605 1810 2762 0
-3235 -2875 2485 0
-2952 2295 3714 0
-3946 -2778 1572 0
-1302 -1037 285 0
347 366 1461 0
-1758 -1234 3108 0
-495 3891 4347 0
-1884 359 616 0
-4038 -3726 -1991 0
4092 4172 4457 0
-4146 -1264 -314 0
1971 3716 4445 0
-3121 -138 1680 0
-3001 1459 2103 0
-121 2958 4451 0
-4216 -3745 1488 0
-789 2303 3497 0
-1616 2985 3547 0
-1857 268 311 0
-3680 -3090 -549 0
-3886 -441 1177 0
-4180 -1091 -592 0
-1359 1701 4356 0
-1807 730 3298 0
-4495 -1283 2784 0
-2771 -2366 205 0
3138 3844 4482 0
-2367 -1012 -674 0
-1097 1940 3682 0
-4077 -3990 -1819 0
-1064 -653 3298 0
-1810 3575 3767 0
-868 708 2126 0
-2657 161 1480 0
-3489 -879 1221 0
-1868 3120 3294 0
-4096 1457 1538 0
-4495 -3888 2978 0
-2784 1038 3075 0
-4413 659 3399 0
-3260 2411 3070 0
-2082 3527 3635 0
-3257 1577 4238 0
-2094 -1460 294 0
-2963 -1707 2094 0
-387 188 2628 0
-4291 -4131 -2635 0
-2280 -1253 137 0
-3461 -988 1119 0
-2371 964 1103 0
-542 64 2741 0
-3464 -778 1648 0
-4478 -4439 -2403 0
-1173 -1131 4053 0
-1795 -1738 4303 0
-3994 -649 4020 0
-3703 -3682 2164 0
-3932 -3007 -338 0
-279 1146 2381 0
-3622 1033 4350 0
-1026 1278 1472 0
-2901 67 4289 0
-2894 1332 2643 0
-20 2694 3836 0
-629 2500 3348 0
-3676 -2103 -653 0
-3894 1262 3313 0
-2131 961 3796 0
-4066 -2759 -1228 0
-2535 -1407 734 0
-2972 849 1601 0
-2992 -2667 -2627 0
-3981 -3676 3974 0
-4281 -3945 -2842 0
3269 4049 4131 0
-3329 -2700 4131 0
-2540 1819 2631 0
-3588 3174 4124 0
-585 -28 1239 0
1671 2389 2705 0
-1814 -1399 815 0
-3945 3291 3741 0
-4383 488 3183 0
-2721 -1327 2063 0
-4279 -4242 -2608 0
-2846 96 883 0
-65 1093 2957 0
-844 1071 4047 0
-3713 -3378 -1265 0
-2403 -97 3275 0
524 4170 4185 0
-756 -324 2550 0
-2733 -1037 2557 0
-4095 -1321 -63 0
-3900 3380 3783 0
1299 2012 4439 0
-430 -192 1028 0
-4030 -441 2576 0
-3623 -338 931 0
-488 -156 2124 0
-1548 320 3762 0
-2330 418 479 0
-1520 -718 84 0
-2379 -280 4304 0
-1997 -348 122 0
-3059 1243 2385 0
-218 897 1000 0
895 1782 3692 0
-3615 -2660 -539 0
-1144 -1004 2006 0
-4367 -3458 3654 0
-1845 -1782 1647 0
-393 514 4039 0
-703 1021 3338 0
